nama_provinsi,kode_kabkota,nama_kabkota,koordinat_kabkota,tahun,angka_harapan_hidup,angka_melek_huruf,lama_sekolah,pengeluaran_perkapita,ipm
"Prov. Jawa Tengah",3374,"Kota Semarang","-7.02842,110.389",2004,71.7,94.568573,9.4301064,631.40092,74.851531
"Prov. Jawa Tengah",3375,"Kota Pekalongan","-6.90084,109.689",2004,68.9,94.153012,8.1873126,619.87789,71.395398
"Prov. Jawa Tengah",3376,"Kota Tegal","-6.87444,109.108",2004,67.7,91.109853,7.7548131,638.47953,71.165027
"Prov. D I Yogyakarta",3401,"Kab. Kulon Progo","-7.81337,110.148",2004,72.6,86.414345,7.4002738,616.9401,70.921954
"Prov. D I Yogyakarta",3402,"Kab. Bantul","-7.90749,110.358",2004,70.8,85.75604,7.911355,634.47797,71.505221
"Prov. D I Yogyakarta",3403,"Kab. Gunung Kidul","-7.99321,110.585",2004,70.4,83.8,7.4,613.62046,68.862844
"Prov. D I Yogyakarta",3404,"Kab. Sleman","-7.69031,110.387",2004,72.7,89.702941,9.7917638,638.04407,75.105466
"Prov. D I Yogyakarta",3471,"Kota Yogyakarta","-7.80279,110.376",2004,72.9,96.692112,10.687659,637.92715,77.424346
"Prov. Jawa Timur",3501,"Kab. Pacitan","-8.10083,111.161",2004,70,83.05592,6,615.53445,67.585673
"Prov. Jawa Timur",3502,"Kab. Ponorogo","-7.97311,111.531",2004,67.5,78.729378,6.0260332,620.65452,65.649024
"Prov. Jawa Timur",3503,"Kab. Trenggalek","-8.13936,111.617",2004,69.9,89.077552,6.5430055,617.41226,69.415135
"Prov. Jawa Timur",3504,"Kab. Tulungagung","-8.0756,111.916",2004,70.3,88.537094,6.8624601,619.74599,69.933661
"Prov. Jawa Timur",3505,"Kab. Blitar","-8.1394,112.215",2004,69,85.83754,6.2935755,636.06455,69.447195
"Prov. Jawa Timur",3506,"Kab. Kediri","-7.80293,112.059",2004,68.4,88.621074,6.4933767,613.66044,68.15459
"Prov. Jawa Timur",3507,"Kab. Malang","-8.09136,112.622",2004,67,83.933972,6.5,615.01692,66.444632
"Prov. Jawa Timur",3508,"Kab. Lumajang","-8.12431,113.139",2004,65.7,79.845594,5.6963465,612.47356,64.022662
"Prov. Jawa Timur",3509,"Kab. Jember","-8.26315,113.673",2004,61.1,79.132208,5.4227924,609.83496,60.902687
"Prov. Jawa Timur",3510,"Kab. Banyuwangi","-8.33103,114.218",2004,64.9,84.270353,6.33715,616.48813,65.345418
"Prov. Jawa Timur",3511,"Kab. Bondowoso","-7.94327,113.933",2004,60.7,73.665939,4.9700423,608.13641,58.999526
"Prov. Jawa Timur",3512,"Kab. Situbondo","-7.79577,114.261",2004,61.7,72.386433,5.1123133,615.47524,59.941458
"Prov. Jawa Timur",3513,"Kab. Probolinggo","-7.86336,113.276",2004,59.6,74.363562,4.9298938,615.97841,59.117788
"Prov. Jawa Timur",3514,"Kab. Pasuruan","-7.74862,112.83",2004,62.2,84.414277,6.2,615.23069,63.678945
"Prov. Jawa Timur",3515,"Kab. Sidoarjo","-7.45533,112.663",2004,68.8,96.629672,9.3031452,627.69758,73.319121
"Prov. Jawa Timur",3516,"Kab. Mojokerto","-7.54086,112.496",2004,68.3,91.143258,7.1184876,619.09634,69.541304
"Prov. Jawa Timur",3517,"Kab. Jombang","-7.55994,112.257",2004,68.4,87.551194,7.2,616.79212,68.681503
"Prov. Jawa Timur",3518,"Kab. Nganjuk","-7.61615,111.945",2004,67.5,85.849686,6.6318001,613.9109,67.160556
"Prov. Jawa Timur",3519,"Kab. Madiun","-7.61259,111.647",2004,67.5,82.310637,6.3722315,615.79793,66.327189
"Prov. Jawa Timur",3520,"Kab. Magetan","-7.65453,111.347",2004,69.9,89.814892,7.2122148,613.56764,69.77854
"Prov. Jawa Timur",3521,"Kab. Ngawi","-7.4286,111.394",2004,67.5,80.115607,5.8730893,601.75153,64.387646
"Prov. Jawa Timur",3522,"Kab. Bojonegoro","-7.22605,111.791",2004,66.3,81.037837,5.9240182,592.30899,63.236265
"Prov. Jawa Timur",3523,"Kab. Tuban","-6.95912,111.893",2004,66.1,78.669817,5.532304,609.50518,63.633428
"Prov. Jawa Timur",3524,"Kab. Lamongan","-7.12486,112.312",2004,67.2,84.049363,6.580705,614.35019,66.589808
"Prov. Jawa Timur",3525,"Kab. Gresik","-7.12652,112.517",2004,69.2,91.825689,7.7940918,620.06889,70.76832
"Prov. Jawa Timur",3526,"Kab. Bangkalan","-7.04863,112.909",2004,61.6,73.624201,4.838957,609.40479,59.490856
"Prov. Jawa Timur",3527,"Kab. Sampang","-7.05851,113.262",2004,59.2,61.267599,3.4304686,606.73676,54.162763
"Prov. Jawa Timur",3528,"Kab. Pamekasan","-7.07227,113.5",2004,61.7,79.266055,5.3727241,609.26447,61.184731
"Prov. Jawa Timur",3529,"Kab. Sumenep","-7.00034,113.852",2004,62.9,73.349932,4.6532508,615.72087,60.501111
"Prov. Jawa Timur",3571,"Kota Kediri","-7.82422,112.016",2004,69.1,96.493982,9.0334903,620.25655,72.682692
"Prov. Jawa Timur",3572,"Kota Blitar","-8.09311,112.165",2004,70.5,94.978402,9.0820734,639.04984,74.607348
"Prov. Jawa Timur",3573,"Kota Malang","-7.97649,112.627",2004,67.8,95.464519,9.3000248,636.60208,73.188263
"Prov. Jawa Timur",3574,"Kota Probolinggo","-7.78127,113.209",2004,68.1,88.028497,7.800411,635.71342,70.523201
"Prov. Jawa Timur",3575,"Kota Pasuruan","-7.65633,112.905",2004,65.4,95.429307,8.3701864,631.56529,70.770342
"Prov. Jawa Timur",3576,"Kota Mojokerto","-7.46807,112.438",2004,70.5,94.914347,9.2173448,632.93198,74.222043
"Prov. Jawa Timur",3577,"Kota Madiun","-7.63149,111.53",2004,69.9,95.905172,9.7984914,619.62737,73.51449
"Prov. Jawa Timur",3578,"Kota Surabaya","-7.27981,112.711",2004,69.2,96.062271,9.5885226,630.95489,73.877562
"Prov. Jawa Timur",3579,"Kota Batu","-7.83708,112.531",2004,67.3,94.258727,7.8552115,614.81692,69.894143
"Prov. Banten",3601,"Kab. Pandeglang","-6.55064,105.715",2004,62.4,94.760225,6.3010765,615.74937,66.203982
"Prov. Banten",3602,"Kab. Lebak","-6.65249,106.189",2004,62.3,93.914192,6.1107987,615.40972,65.793309
"Prov. Banten",3603,"Kab. Tangerang","-6.18755,106.472",2004,64,94.016198,8.8738937,618.51181,69.046119
"Prov. Banten",3604,"Kab. Serang","-6.10998,106.281",2004,61.1,93.797274,6.5392459,616.26661,65.484037
"Prov. Banten",3671,"Kota Tangerang","-6.17562,106.652",2004,68,97.151115,9.8443435,633.29866,73.822904
"Prov. Banten",3672,"Kota Cilegon","-6.00466,106.005",2004,67.9,98.706488,9.4189974,629.71957,73.52221
"Prov. Banten",3673,"Kota Serang","-6.11908,106.159",2004,,,,,
"Prov. Banten",3674,"Kota Tangerang Selatan","-6.30593,106.681",2004,,,,,
"Prov. Bali",5101,"Kab. Jembrana","-8.31199,114.68",2004,70.8,86.858646,7.0710866,616.51953,69.744448
"Prov. Bali",5102,"Kab. Tabanan","-8.43686,115.063",2004,73.7,87.787336,7.300186,614.13227,71.547742
"Prov. Bali",5103,"Kab. Badung","-8.54082,115.167",2004,71.2,85.896902,8.6192186,620.00177,71.167958
"Prov. Bali",5104,"Kab. Gianyar","-8.47876,115.297",2004,71.5,84.213328,7.4688348,609.05747,69.265298
"Prov. Bali",5105,"Kab. Klungkung","-8.74418,115.536",2004,68.3,79.3,6.7681918,638.39373,68.136509
"Prov. Bali",5106,"Kab. Bangli","-8.33395,115.347",2004,71.1,80.66967,6.2,616.80218,67.91231
"Prov. Bali",5107,"Kab. Karang Asem","-8.3598,115.554",2004,67,69.084292,4.8107606,608.44564,61.387215
"Prov. Bali",5108,"Kab. Buleleng","-8.21916,114.944",2004,67.5,87.424035,6.2323079,614.83217,67.285458
"Prov. Bali",5171,"Kota Denpasar","-8.66035,115.227",2004,72.7,96.062567,9.9223301,615.81642,74.903189
"Prov. Nusa Tenggara Barat",5201,"Kab. Lombok Barat","-8.55654,116.157",2004,58.1,73.083453,5.1660993,600.67254,56.99591
"Prov. Nusa Tenggara Barat",5202,"Kab. Lombok Tengah","-8.68115,116.283",2004,58.5,69.54868,5.0659799,607.22552,56.863254
"Prov. Nusa Tenggara Barat",5203,"Kab. Lombok Timur","-8.58374,116.558",2004,57.8,75.756295,6.0515966,608.93009,58.715228
"Prov. Nusa Tenggara Barat",5204,"Kab. Sumbawa","-8.73956,117.523",2004,59,87.865504,7.1106478,613.02931,63.173084
"Prov. Nusa Tenggara Barat",5205,"Kab. Dompu","-8.51802,118.325",2004,59.5,82.370228,6.8634172,616.62994,62.32392
"Prov. Nusa Tenggara Barat",5206,"Kab. Bima","-8.56522,118.816",2004,59.4,81.025257,7.0126,592.6192,60.230389
"Prov. Nusa Tenggara Barat",5207,"Kab. Sumbawa Barat","-8.80847,116.911",2004,58.55,87.75,6.8,603,61.894728
"Prov. Nusa Tenggara Barat",5208,"Kab. Lombok Utara","-8.33728,116.267",2004,,,,,
"Prov. Nusa Tenggara Barat",5271,"Kota Mataram","-8.58142,116.117",2004,63.4,91.833137,8.4018801,630.90693,68.832844
"Prov. Nusa Tenggara Barat",5272,"Kota Bima","-8.45275,118.807",2004,61.7,85.784169,8.1672797,593.9192,63.521163
"Prov. Nusa Tenggara Timur",5301,"Kab. Sumba Barat","-9.57957,119.457",2004,62.6,72.5,5.5,588.95281,58.710792
"Prov. Nusa Tenggara Timur",5302,"Kab. Sumba Timur","-9.7967,120.249",2004,60.7,80.34659,5.7,578.5529,58.745944
"Prov. Nusa Tenggara Timur",5303,"Kab. Kupang","-9.85561,123.84",2004,64.2,83.471171,5.7570492,576.25185,61.249744
"Prov. Nusa Tenggara Timur",5304,"Kab. Timor Tengah Selatan","-9.82707,124.425",2004,65.9,80.31705,5.6481728,580.72742,61.757385
"Prov. Nusa Tenggara Timur",5305,"Kab. Timor Tengah Utara","-9.35684,124.476",2004,66.6,78.676166,5.7037265,588.76971,62.442299
"Prov. Nusa Tenggara Timur",5306,"Kab. Belu","-9.3837,124.928",2004,64.2,78.799312,5.8470223,579.58296,60.534802
"Prov. Nusa Tenggara Timur",5307,"Kab. Alor","-8.29574,124.74",2004,64.3,93.406475,6.7615863,579.495,64.507073
"Prov. Nusa Tenggara Timur",5308,"Kab. Lembata","-8.37541,123.566",2004,65.3,90.930458,6.1107681,584.76666,64.436402
"Prov. Nusa Tenggara Timur",5309,"Kab. Flores Timur","-8.346,122.819",2004,66.2,82.804042,6.0386287,594.4556,63.823454
"Prov. Nusa Tenggara Timur",5310,"Kab. Sikka","-8.59524,122.569",2004,66.7,86.7,5.8520228,581.79745,63.85369
"Prov. Nusa Tenggara Timur",5311,"Kab. Ende","-8.66889,121.695",2004,63.5,92.16267,6.4390759,584.17699,63.907994
"Prov. Nusa Tenggara Timur",5312,"Kab. Ngada","-8.65213,121.153",2004,65.3,91.415204,6.4554003,594.30426,65.534108
"Prov. Nusa Tenggara Timur",5313,"Kab. Manggarai","-8.53765,120.438",2004,65.9,90.044728,6.3983563,580.66104,64.46967
"Prov. Nusa Tenggara Timur",5314,"Kab. Rote Ndao","-10.6796,123.119",2004,65.5,82.1,5.4,576.75185,61.441296
"Prov. Nusa Tenggara Timur",5315,"Kab. Manggarai Barat","-8.60214,120.09",2004,65.05,87.9,6,569.45,62.362153
"Prov. Nusa Tenggara Timur",5316,"Kab. Sumba Tengah","-9.54585,119.186",2004,,,,,
"Prov. Nusa Tenggara Timur",5317,"Kab. Sumba Barat Daya","-9.59047,119.681",2004,,,,,
"Prov. Nusa Tenggara Timur",5318,"Kab. Nagekeo","-8.68125,121.292",2004,,,,,
"Prov. Nusa Tenggara Timur",5319,"Kab. Manggarai Timur","-8.56284,120.711",2004,,,,,
"Prov. Nusa Tenggara Timur",5320,"Kab. Sabu Raijua","-10.5219,121.846",2004,,,,,
"Prov. Nusa Tenggara Timur",5371,"Kota Kupang","-10.225,123.603",2004,70.7,96.8,10.2,612.82566,73.931249
"Prov. Kalimantan Barat",6101,"Kab. Sambas","1.51623,109.329",2004,59.1,88.685441,5.6747205,593.1637,60.816908
"Prov. Kalimantan Barat",6102,"Kab. Bengkayang","1.03394,109.487",2004,67.2,85.382929,5.2009015,588.51791,63.874165
"Prov. Kalimantan Barat",6103,"Kab. Landak","0.516649,109.697",2004,63.8,89.238366,6.2292192,589.70291,63.695039
"Prov. Kalimantan Barat",6104,"Kab. Pontianak","0.359825,109.165",2004,66.5,88.600943,6.1608214,606.37093,66.286697
"Prov. Kalimantan Barat",6105,"Kab. Sanggau","0.285377,110.577",2004,66.9,88.481153,6.1469082,593.74202,65.499162
"Prov. Kalimantan Barat",6106,"Kab. Ketapang","-1.68179,110.539",2004,65.8,87.454589,5.5783483,595.67679,64.387809
"Prov. Kalimantan Barat",6107,"Kab. Sintang","-0.119481,112.107",2004,67,85.370922,5.5,592.37654,64.279178
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu","0.830991,112.915",2004,65.8,89.267186,7.0564843,615.2526,67.39349
"Prov. Kalimantan Barat",6109,"Kab. Sekadau","0.055962,110.953",2004,66.6,86.2,5.9,583.05,63.819048
"Prov. Kalimantan Barat",6110,"Kab. Melawi","-0.725618,111.783",2004,66.8,84.1,5.45,581,62.972244
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara","-1.07557,110.088",2004,,,,,
"Prov. Kalimantan Barat",6112,"Kab. Kubu Raya","-0.402846,109.51",2004,,,,,
"Prov. Kalimantan Barat",6171,"Kota Pontianak","-0.089018,109.351",2004,65.8,90.704501,8.5273973,619.66681,69.142494
"Prov. Kalimantan Barat",6172,"Kota Singkawang","0.879057,109.019",2004,66.4,86.209781,6.0653144,587.81791,64.199848
"Prov. Kalimantan Tengah",6201,"Kab. Kotawaringin Barat","-2.3877,111.415",2004,70.8,92.573843,7.3823411,616.80941,71.267381
"Prov. Kalimantan Tengah",6202,"Kab. Kotawaringin Timur","-2.0018,112.62",2004,68.6,98.412575,7.7694877,614.81431,71.475743
"Prov. Kalimantan Tengah",6203,"Kab. Kapuas","-1.86886,114.279",2004,69.8,93.794118,7.1648396,616.23285,70.777471
"Prov. Kalimantan Tengah",6204,"Kab. Barito Selatan","-1.92739,114.699",2004,67,97.517541,7.909861,616.4603,70.618732
"Prov. Kalimantan Tengah",6205,"Kab. Barito Utara","-0.757642,115.13",2004,71.3,97.648212,7.3,616.33692,72.575405
"Prov. Kalimantan Tengah",6206,"Kab. Sukamara","-2.53044,111.24",2004,67.1,94.455299,6.644045,617.70941,69.152369
"Prov. Kalimantan Tengah",6207,"Kab. Lamandau","-1.69264,111.237",2004,66.7,94.234277,7.5214271,616.80941,69.461615
"Prov. Kalimantan Tengah",6208,"Kab. Seruyan","-2.1676,112.166",2004,66.9,99.048265,7.5424888,613.91431,70.435087
"Prov. Kalimantan Tengah",6209,"Kab. Katingan","-1.86207,113.319",2004,66.7,99.14864,7.5830901,613.71431,70.360949
"Prov. Kalimantan Tengah",6210,"Kab. Pulang Pisau","-2.77247,113.98",2004,66.9,91.537572,6.8768861,616.53285,68.474716
"Prov. Kalimantan Tengah",6211,"Kab. Gunung Mas","-0.895158,113.491",2004,66.8,98.173806,8.4269709,617.73285,71.134528
"Prov. Kalimantan Tengah",6212,"Kab. Barito Timur","-1.93246,115.088",2004,67.3,94.187364,7.5472869,616.8603,69.807598
"Prov. Kalimantan Tengah",6213,"Kab. Murung Raya","-0.062238,114.204",2004,67,99.286626,6.3555156,616.43692,69.858693
"Prov. Kalimantan Tengah",6271,"Kota Palangka Raya","-1.77978,113.809",2004,72.9,99.274363,10.354772,620.62767,76.41898
"Prov. Kalimantan Selatan",6301,"Kab. Tanah Laut","-3.84194,114.947",2004,67,90.242757,5.9285825,619.22714,67.747635
"Prov. Kalimantan Selatan",6302,"Kota Baru","-2.78339,116.064",2004,63.5,93.454623,6.9355412,631.11602,68.178659
"Prov. Kalimantan Selatan",6303,"Kab. Banjar","-3.28048,115.056",2004,62.9,95.869014,7.0341674,616.79266,67.351555
"Prov. Kalimantan Selatan",6304,"Kab. Barito Kuala","-3.02419,114.609",2004,59.1,91.201491,6.3350273,617.14979,63.712845
"Prov. Kalimantan Selatan",6305,"Kab. Tapin","-2.85058,114.994",2004,65.8,92.088534,6.6796629,616.95598,67.872545
"Prov. Kalimantan Selatan",6306,"Kab. Hulu Sungai Selatan","-2.70676,115.232",2004,62.1,94.463775,6.5180062,633.23747,67.479272
"Prov. Kalimantan Selatan",6307,"Kab. Hulu Sungai Tengah","-2.63117,115.421",2004,62.9,96.945519,7.2727987,618.29431,67.883218
"Prov. Kalimantan Selatan",6308,"Kab. Hulu Sungai Utara","-2.42087,115.101",2004,60.2,95.169566,6.2489748,618.05544,65.211772
"Prov. Kalimantan Selatan",6309,"Kab. Tabalong","-1.82989,115.448",2004,61.8,95.465881,7.3458399,620.89927,67.198068
"Prov. Kalimantan Selatan",6310,"Kab. Tanah Bumbu","-3.32087,115.695",2004,63.15,92.45,6.6,620.2,66.671532
"Prov. Kalimantan Selatan",6311,"Kab. Balangan","-2.29685,115.567",2004,59.6,94.2,6.1,603.7,63.446799
"Prov. Kalimantan Selatan",6371,"Kota Banjarmasin","-3.32828,114.573",2004,65.2,97.35023,8.7217742,626.40787,70.949251
"Prov. Kalimantan Selatan",6372,"Kota Banjar Baru","-3.46166,114.786",2004,66.5,97.039681,9.2547478,637.66413,72.86435
"Prov. Kalimantan Timur",6401,"Kab. Pasir","-1.62224,116.229",2004,71.3,91.994188,7.0610815,614.16114,70.974374
"Prov. Kalimantan Timur",6402,"Kab. Kutai Barat","0.189887,115.19",2004,69.3,88.312608,6.8021604,617.83393,69.136264
"Prov. Kalimantan Timur",6403,"Kab. Kutai Kartanegara","0.245719,117.041",2004,66.7,95.782017,8.1306449,619.20132,70.441083
"Prov. Kalimantan Timur",6404,"Kab. Kutai Timur","1.02225,117.53",2004,67.6,93.216577,7.314496,610.23382,69.075645
"Prov. Kalimantan Timur",6405,"Kab. Berau","1.80806,117.584",2004,68.5,93.219549,7.4789289,615.71766,70.12054
"Prov. Kalimantan Timur",6406,"Kab. Malinau","2.59453,115.698",2004,67.6,89.827856,6.6392801,638.36241,69.989241
"Prov. Kalimantan Timur",6407,"Kab. Bulungan","2.92062,117.022",2004,71.9,92.917721,7.1854713,608.436,71.164058
"Prov. Kalimantan Timur",6408,"Kab. Nunukan","3.87444,116.679",2004,70.2,92.914125,7.2822433,610.17347,70.424339
"Prov. Kalimantan Timur",6409,"Kab. Penajam Paser Utara","-1.21871,116.612",2004,70.5,93.33432,7.1982489,613.86114,70.906232
"Prov. Kalimantan Timur",6410,"Kab. Tana Tidung","3.4432,117.168",2004,,,,,
"Prov. Kalimantan Timur",6471,"Kota Balikpapan","-1.15958,116.887",2004,70.8,97.66731,9.8389647,635.59604,75.666157
"Prov. Kalimantan Timur",6472,"Kota Samarinda","-0.430184,117.174",2004,69.3,96.244809,9.501561,638.23857,74.470343
"Prov. Kalimantan Timur",6473,"Kota Tarakan","3.33426,117.593",2004,70.9,97.538534,9.0248489,617.41775,73.689734
"Prov. Kalimantan Timur",6474,"Kota Bontang","0.209815,117.348",2004,71.6,98.145956,9.833084,615.50399,74.664878
"Prov. Sulawesi Utara",7101,"Kab. Bolaang Mongondow","0.709545,124.067",2004,70.4,98.522521,7.1952271,596.33275,70.651123
"Prov. Sulawesi Utara",7102,"Kab. Minahasa","1.299,124.87",2004,71.5,99.52447,8.7160683,608.24519,73.529079
"Prov. Sulawesi Utara",7103,"Kab. Kepulauan Sangihe","3.54841,125.539",2004,71.9,98.437566,7.6143322,609.77377,72.811416
"Prov. Sulawesi Utara",7104,"Kab. Kepulauan Talaud","4.26898,126.79",2004,70.2,97.410817,7.8486766,610.07377,71.835503
"Prov. Sulawesi Utara",7105,"Kab. Minahasa Selatan","1.0733,124.528",2004,71.35,99.35,8.4,582.85,71.216605
"Prov. Sulawesi Utara",7106,"Kab. Minahasa Utara","1.507,124.998",2004,71.45,99.45,8.6,599.75,72.744374
"Prov. Sulawesi Utara",7107,"Kab. Bolaang Mongondow Utara","0.686082,123.431",2004,,,,,
"Prov. Sulawesi Utara",7108,"Kab. Siau Tagulandang Biaro","2.72134,125.383",2004,,,,,
"Prov. Sulawesi Utara",7109,"Kab. Minahasa Tenggara","0.999949,124.733",2004,,,,,
"Prov. Sulawesi Utara",7110,"Kab. Bolaang Mongondow Selatan","0.410792,123.879",2004,,,,,
"Prov. Sulawesi Utara",7111,"Kab. Bolaang Mongondow Timur","0.673946,124.467",2004,,,,,
"Prov. Sulawesi Utara",7171,"Kota Manado","1.50213,124.852",2004,72,99.490353,10.423162,618.50541,75.854156
"Prov. Sulawesi Utara",7172,"Kota Bitung","1.47772,125.134",2004,69.6,99.677627,8.9039329,615.82927,73.230935
"Prov. Sulawesi Utara",7173,"Kota Tomohon","1.31403,124.815",2004,71.55,99.55,8.7,599.85,72.903929
"Prov. Sulawesi Utara",7174,"Kota Kotamobagu","0.717768,124.246",2004,,,,,
"Prov. Sulawesi Tengah",7201,"Kab. Banggai Kepulauan","-1.39914,123.169",2004,61,94.273207,6.677198,588.67639,63.511098
"Prov. Sulawesi Tengah",7202,"Kab. Banggai","-1.09963,122.619",2004,67.6,94.085031,7.0932388,595.965,68.005583
"Prov. Sulawesi Tengah",7203,"Kab. Morowali","-2.27987,121.645",2004,64,94.184355,7.0602376,606.84743,66.841506
"Prov. Sulawesi Tengah",7204,"Kab. Poso","-1.6695,120.48",2004,63.1,96.948828,7.3534206,595.12801,66.270235
"Prov. Sulawesi Tengah",7205,"Kab. Donggala","0.001503,119.89",2004,62.8,94.401644,7.1397274,605.67723,66.191865
"Prov. Sulawesi Tengah",7206,"Kab. Tolitoli","0.968331,120.874",2004,62.1,94.259833,6.7072299,593.4928,64.512502
"Prov. Sulawesi Tengah",7207,"Kab. Buol","0.999847,121.558",2004,64.1,97.685864,7.866193,584.29399,66.53484
"Prov. Sulawesi Tengah",7208,"Kab. Parigi Moutong","-0.238456,119.968",2004,63.5,88.561755,6.4201626,605.27723,64.719177
"Prov. Sulawesi Tengah",7209,"Kab. Tojo Unauna","-1.2185,121.345",2004,62.3,96.85,7.5,586.8,65.270882
"Prov. Sulawesi Tengah",7210,"Kab. Sigi","-1.45968,119.811",2004,,,,,
"Prov. Sulawesi Tengah",7271,"Kota Palu","-0.820163,119.9",2004,67.4,98.277764,10.560156,614.61084,72.830606
"Prov. Sulawesi Selatan",7301,"Kab. Kepulauan Selayar","-6.14249,120.479",2004,66.8,85.289067,5.9221523,605.04537,65.438489
"Prov. Sulawesi Selatan",7302,"Kab. Bulukumba","-5.46549,120.19",2004,69.7,84.741642,6.0869982,612.81879,67.648861
"Prov. Sulawesi Selatan",7303,"Kab. Bantaeng","-5.48126,119.983",2004,71.5,69.096379,5.6,610.01891,64.595716
"Prov. Sulawesi Selatan",7304,"Kab. Jeneponto","-5.57381,119.699",2004,64.3,67.839645,5.1641807,613.38197,60.252676
"Prov. Sulawesi Selatan",7305,"Kab. Takalar","-5.41331,119.494",2004,67.4,72.871192,5.2309227,615.14632,63.27837
"Prov. Sulawesi Selatan",7306,"Kab. Gowa","-5.354,119.687",2004,70.6,77.331348,6.1221498,609.18038,66.247893
"Prov. Sulawesi Selatan",7307,"Kab. Sinjai","-5.20395,120.131",2004,70,85.507777,6.4192603,592.70121,66.6822
"Prov. Sulawesi Selatan",7308,"Kab. Maros","-4.97008,119.717",2004,69.7,81.873727,5.7556008,612.66914,66.754539
"Prov. Sulawesi Selatan",7309,"Kab. Pangkajene Dan Kepulauan","-4.75434,119.641",2004,67.9,83.98283,6.0692947,617.34124,66.815496
"Prov. Sulawesi Selatan",7310,"Kab. Barru","-4.43319,119.698",2004,67.3,84.612146,6.7251607,617.1087,67.089924
"Prov. Sulawesi Selatan",7311,"Kab. Bone","-4.68324,120.097",2004,67.9,80.725026,5.6043658,610.27911,65.203137
"Prov. Sulawesi Selatan",7312,"Kab. Soppeng","-4.31902,119.9",2004,71.1,82.280617,6.2760161,617.53759,68.383257
"Prov. Sulawesi Selatan",7313,"Kab. Wajo","-3.97811,120.16",2004,68.1,80.138695,5.6892826,610.86852,65.292257
"Prov. Sulawesi Selatan",7314,"Kab. Sidenreng Rappang","-3.80789,119.994",2004,69.7,85.910096,7.0418708,614.21332,68.723254
"Prov. Sulawesi Selatan",7315,"Kab. Pinrang","-3.6456,119.611",2004,70.1,88.359577,6.7840906,609.59837,68.943358
"Prov. Sulawesi Selatan",7316,"Kab. Enrekang","-3.53501,119.891",2004,72.7,83.451568,7.0835467,614.25403,69.877588
"Prov. Sulawesi Selatan",7317,"Kab. Luwu","-3.34763,120.21",2004,71.8,91.10427,7.5486985,616.66778,71.608682
"Prov. Sulawesi Selatan",7318,"Kab. Tana Toraja","-2.99152,119.734",2004,73.9,83.567499,7.1732982,592.35145,68.949298
"Prov. Sulawesi Selatan",7322,"Kab. Luwu Utara","-2.41617,120.131",2004,70.3,90.507959,6.9112074,628.86881,71.11049
"Prov. Sulawesi Selatan",7325,"Kab. Luwu Timur","-2.48105,120.695",2004,70.1,90.1,6.7,606.5,69.058295
"Prov. Sulawesi Selatan",7326,"Kab. Toraja Utara","-3.0116,119.952",2004,,,,,
"Prov. Sulawesi Selatan",7371,"Kota Makassar","-5.15306,119.453",2004,71.9,95.656542,10.281404,636.30122,76.212485
"Prov. Sulawesi Selatan",7372,"Kota Parepare","-4.01652,119.665",2004,72.7,92.960861,8.7935186,628.27269,74.337297
"Prov. Sulawesi Selatan",7373,"Kota Palopo","-2.99277,120.14",2004,70.9,96.708023,8.9918941,616.76778,73.430698
"Prov. Sulawesi Tenggara",7401,"Kab. Buton","-5.38816,122.899",2004,66.8,85.096296,5.9462613,588.92433,64.171672
"Prov. Sulawesi Tenggara",7402,"Kab. Muna","-4.91909,122.538",2004,65,84.677568,6.8869095,593.3028,64.11268
"Prov. Sulawesi Tenggara",7403,"Kab. Konawe","-3.85577,122.067",2004,65.8,93.4,7.5242863,579.8,65.944045
